comparison_year,current_ratio,historical_ratio,home_price_decrease_needed,income_increase_needed
1990,5.291216970599181,4.084836339345357,22.799681773722703,29.533144807636535
2000,5.291216970599181,3.990235770421529,24.587560997906465,32.60411852907168
2010,5.291216970599181,4.519074675324675,14.592905555847357,17.08629201218126
